CpG island 	 4714 .. 5242 	 size=529 
CpG island 	 13810193 .. 13810504 	 size=312 
CpG island 	 13811952 .. 13812162 	 size=211 
CpG island 	 13817697 .. 13818015 	 size=319 
CpG island 	 13843301 .. 13843672 	 size=372 
CpG island 	 13872488 .. 13872866 	 size=379 
CpG island 	 13875140 .. 13875514 	 size=375 
CpG island 	 13876725 .. 13877269 	 size=545 
CpG island 	 13878080 .. 13878449 	 size=370 
CpG island 	 13880692 .. 13880908 	 size=217 
CpG island 	 13881158 .. 13881365 	 size=208 
CpG island 	 13911929 .. 13912314 	 size=386 
CpG island 	 13923305 .. 13923880 	 size=576 
CpG island 	 13924046 .. 13924591 	 size=546 
CpG island 	 13931722 .. 13931970 	 size=249 
CpG island 	 13933916 .. 13934129 	 size=214 
CpG island 	 13936074 .. 13936448 	 size=375 
CpG island 	 13936702 .. 13936989 	 size=288 
CpG island 	 13943857 .. 13944066 	 size=210 
CpG island 	 13949358 .. 13949731 	 size=374 
CpG island 	 13956352 .. 13956655 	 size=304 
CpG island 	 13962692 .. 13963010 	 size=319 
CpG island 	 13963140 .. 13963881 	 size=742 
CpG island 	 13964590 .. 13964951 	 size=362 
CpG island 	 13965429 .. 13965929 	 size=501 
CpG island 	 13967520 .. 13967924 	 size=405 
CpG island 	 13971842 .. 13972159 	 size=318 
CpG island 	 13980347 .. 13980640 	 size=294 
CpG island 	 13988429 .. 13988826 	 size=398 
CpG island 	 14010567 .. 14011071 	 size=505 
CpG island 	 14022904 .. 14023281 	 size=378 
CpG island 	 14027080 .. 14027345 	 size=266 
CpG island 	 14055645 .. 14055966 	 size=322 
CpG island 	 14059003 .. 14059299 	 size=297 
CpG island 	 14067516 .. 14067914 	 size=399 
CpG island 	 14068347 .. 14068857 	 size=511 
CpG island 	 14076445 .. 14076846 	 size=402 
CpG island 	 14087210 .. 14087429 	 size=220 
CpG island 	 14095776 .. 14096092 	 size=317 
CpG island 	 14105182 .. 14105412 	 size=231 
CpG island 	 14110757 .. 14111029 	 size=273 
CpG island 	 14111506 .. 14111913 	 size=408 
CpG island 	 14113054 .. 14113558 	 size=505 
CpG island 	 14125095 .. 14125482 	 size=388 
CpG island 	 14125545 .. 14125858 	 size=314 
CpG island 	 14132886 .. 14133152 	 size=267 
CpG island 	 14133852 .. 14134237 	 size=386 
CpG island 	 14134495 .. 14134881 	 size=387 
CpG island 	 14141587 .. 14141868 	 size=282 
CpG island 	 14141986 .. 14142921 	 size=936 
CpG island 	 14148008 .. 14148344 	 size=337 
CpG island 	 14151785 .. 14152204 	 size=420 
CpG island 	 14169694 .. 14169938 	 size=245 
CpG island 	 14171843 .. 14172761 	 size=919 
CpG island 	 14179016 .. 14179280 	 size=265 
CpG island 	 14188876 .. 14189136 	 size=261 
CpG island 	 14190549 .. 14190976 	 size=428 
CpG island 	 14192228 .. 14192622 	 size=395 
CpG island 	 14193058 .. 14193266 	 size=209 
CpG island 	 14198030 .. 14198283 	 size=254 
CpG island 	 14205214 .. 14205550 	 size=337 
CpG island 	 14206963 .. 14207336 	 size=374 
CpG island 	 14231425 .. 14231715 	 size=291 
CpG island 	 14243863 .. 14244409 	 size=547 
CpG island 	 14246809 .. 14247286 	 size=478 
CpG island 	 14247442 .. 14247904 	 size=463 
CpG island 	 14248800 .. 14249005 	 size=206 
CpG island 	 14257234 .. 14257814 	 size=581 
CpG island 	 14259716 .. 14259992 	 size=277 
CpG island 	 14265094 .. 14265405 	 size=312 
CpG island 	 14265631 .. 14266066 	 size=436 
CpG island 	 14286333 .. 14286714 	 size=382 
CpG island 	 14287968 .. 14288260 	 size=293 
CpG island 	 14288712 .. 14289028 	 size=317 
CpG island 	 14300309 .. 14300685 	 size=377 
CpG island 	 14326637 .. 14326984 	 size=348 
CpG island 	 14327648 .. 14327919 	 size=272 
CpG island 	 14329094 .. 14329327 	 size=234 
CpG island 	 14332110 .. 14332419 	 size=310 
CpG island 	 14348112 .. 14348322 	 size=211 
CpG island 	 14353229 .. 14353441 	 size=213 
CpG island 	 14361182 .. 14361505 	 size=324 
CpG island 	 14375437 .. 14375924 	 size=488 
CpG island 	 14389114 .. 14389314 	 size=201 
CpG island 	 14390543 .. 14390746 	 size=204 
CpG island 	 14393527 .. 14393858 	 size=332 
CpG island 	 14394584 .. 14394805 	 size=222 
CpG island 	 14410072 .. 14410405 	 size=334 
CpG island 	 14413066 .. 14413265 	 size=200 
CpG island 	 14416806 .. 14417016 	 size=211 
CpG island 	 14434961 .. 14435241 	 size=281 
CpG island 	 14436276 .. 14436555 	 size=280 
CpG island 	 14438398 .. 14438932 	 size=535 
CpG island 	 14440095 .. 14440303 	 size=209 
CpG island 	 14461690 .. 14461967 	 size=278 
CpG island 	 14465161 .. 14465670 	 size=510 
CpG island 	 14466365 .. 14466712 	 size=348 
CpG island 	 14469413 .. 14469849 	 size=437 
CpG island 	 14472131 .. 14472401 	 size=271 
CpG island 	 14475605 .. 14476065 	 size=461 
CpG island 	 14495827 .. 14496171 	 size=345 
CpG island 	 14511285 .. 14511641 	 size=357 
CpG island 	 14538700 .. 14539018 	 size=319 
CpG island 	 14542525 .. 14542739 	 size=215 
CpG island 	 14543404 .. 14543758 	 size=355 
CpG island 	 14544936 .. 14545152 	 size=217 
CpG island 	 14561596 .. 14561931 	 size=336 
CpG island 	 14562171 .. 14562370 	 size=200 
CpG island 	 14563560 .. 14563787 	 size=228 
CpG island 	 14564728 .. 14565145 	 size=418 
CpG island 	 14574979 .. 14575375 	 size=397 
CpG island 	 14580231 .. 14580481 	 size=251 
CpG island 	 14580954 .. 14581264 	 size=311 
CpG island 	 14586378 .. 14587257 	 size=880 
CpG island 	 14587553 .. 14588143 	 size=591 
CpG island 	 14588275 .. 14588485 	 size=211 
CpG island 	 14591125 .. 14591364 	 size=240 
CpG island 	 14592562 .. 14592788 	 size=227 
CpG island 	 14596142 .. 14596363 	 size=222 
CpG island 	 14596631 .. 14596893 	 size=263 
CpG island 	 14598931 .. 14599329 	 size=399 
CpG island 	 14599388 .. 14599604 	 size=217 
CpG island 	 14611066 .. 14611603 	 size=538 
CpG island 	 14618097 .. 14618382 	 size=286 
CpG island 	 14625181 .. 14625386 	 size=206 
CpG island 	 14626957 .. 14627330 	 size=374 
CpG island 	 14627732 .. 14628225 	 size=494 
CpG island 	 14653672 .. 14653879 	 size=208 
CpG island 	 14656142 .. 14656726 	 size=585 
CpG island 	 14673323 .. 14673689 	 size=367 
CpG island 	 14675492 .. 14675755 	 size=264 
CpG island 	 14675868 .. 14676172 	 size=305 
CpG island 	 14682934 .. 14683149 	 size=216 
CpG island 	 14688616 .. 14688884 	 size=269 
CpG island 	 14689598 .. 14689808 	 size=211 
CpG island 	 14690811 .. 14691178 	 size=368 
CpG island 	 14691641 .. 14691840 	 size=200 
CpG island 	 14692772 .. 14693169 	 size=398 
CpG island 	 14694656 .. 14694908 	 size=253 
CpG island 	 14697743 .. 14698016 	 size=274 
CpG island 	 14707069 .. 14707324 	 size=256 
CpG island 	 14711236 .. 14711512 	 size=277 
CpG island 	 14711719 .. 14711969 	 size=251 
CpG island 	 14712495 .. 14712744 	 size=250 
CpG island 	 14718127 .. 14718354 	 size=228 
CpG island 	 14718981 .. 14719234 	 size=254 
CpG island 	 14720493 .. 14720857 	 size=365 
CpG island 	 14723805 .. 14724186 	 size=382 
CpG island 	 14725097 .. 14725350 	 size=254 
CpG island 	 14725562 .. 14725805 	 size=244 
CpG island 	 14727876 .. 14728183 	 size=308 
CpG island 	 14728769 .. 14729052 	 size=284 
CpG island 	 14729338 .. 14729541 	 size=204 
CpG island 	 14733445 .. 14733650 	 size=206 
CpG island 	 14734701 .. 14734995 	 size=295 
CpG island 	 14736031 .. 14736240 	 size=210 
CpG island 	 14738026 .. 14738225 	 size=200 
CpG island 	 14739421 .. 14739963 	 size=543 
CpG island 	 14739969 .. 14740417 	 size=449 
CpG island 	 14740723 .. 14740976 	 size=254 
CpG island 	 14741550 .. 14741809 	 size=260 
CpG island 	 14741954 .. 14742157 	 size=204 
CpG island 	 14746402 .. 14746642 	 size=241 
CpG island 	 14749624 .. 14749858 	 size=235 
CpG island 	 14751584 .. 14751959 	 size=376 
CpG island 	 14752220 .. 14752668 	 size=449 
CpG island 	 14753692 .. 14753920 	 size=229 
CpG island 	 14755013 .. 14755260 	 size=248 
CpG island 	 14757259 .. 14757531 	 size=273 
CpG island 	 14758971 .. 14759756 	 size=786 
CpG island 	 14760379 .. 14760604 	 size=226 
CpG island 	 14760946 .. 14761156 	 size=211 
CpG island 	 14763561 .. 14763950 	 size=390 
CpG island 	 14765703 .. 14765904 	 size=202 
CpG island 	 14767799 .. 14768041 	 size=243 
CpG island 	 14769588 .. 14770102 	 size=515 
CpG island 	 14772760 .. 14773197 	 size=438 
CpG island 	 14775010 .. 14775217 	 size=208 
CpG island 	 14775338 .. 14775563 	 size=226 
CpG island 	 14777460 .. 14777668 	 size=209 
CpG island 	 14780636 .. 14780970 	 size=335 
CpG island 	 14782218 .. 14782430 	 size=213 
CpG island 	 14782532 .. 14782907 	 size=376 
CpG island 	 14787039 .. 14788572 	 size=1534 
CpG island 	 14790720 .. 14790929 	 size=210 
CpG island 	 14792821 .. 14793060 	 size=240 
CpG island 	 14793323 .. 14793692 	 size=370 
CpG island 	 14794691 .. 14795019 	 size=329 
CpG island 	 14798323 .. 14798618 	 size=296 
CpG island 	 14807096 .. 14807304 	 size=209 
CpG island 	 14807623 .. 14807916 	 size=294 
CpG island 	 14809003 .. 14809262 	 size=260 
CpG island 	 14809418 .. 14809879 	 size=462 
CpG island 	 14813234 .. 14813483 	 size=250 
CpG island 	 14815157 .. 14816144 	 size=988 
CpG island 	 14817874 .. 14818078 	 size=205 
CpG island 	 14832547 .. 14832878 	 size=332 
CpG island 	 14833417 .. 14833636 	 size=220 
CpG island 	 14833969 .. 14834169 	 size=201 
CpG island 	 14837145 .. 14837355 	 size=211 
CpG island 	 14838378 .. 14838596 	 size=219 
CpG island 	 14840728 .. 14841102 	 size=375 
CpG island 	 14845351 .. 14845667 	 size=317 
CpG island 	 14847060 .. 14847271 	 size=212 
CpG island 	 14850295 .. 14850558 	 size=264 
CpG island 	 14852879 .. 14853155 	 size=277 
CpG island 	 14854304 .. 14854743 	 size=440 
CpG island 	 14856505 .. 14856714 	 size=210 
CpG island 	 14859500 .. 14859998 	 size=499 
CpG island 	 14864484 .. 14864731 	 size=248 
CpG island 	 14867170 .. 14867546 	 size=377 
CpG island 	 14870247 .. 14870457 	 size=211 
CpG island 	 14871447 .. 14871764 	 size=318 
CpG island 	 14873531 .. 14873743 	 size=213 
CpG island 	 14879279 .. 14879487 	 size=209 
CpG island 	 14887579 .. 14887799 	 size=221 
CpG island 	 14890768 .. 14891171 	 size=404 
CpG island 	 14893529 .. 14893756 	 size=228 
CpG island 	 14894576 .. 14894901 	 size=326 
CpG island 	 14895781 .. 14896382 	 size=602 
CpG island 	 14896633 .. 14897030 	 size=398 
CpG island 	 14898824 .. 14899056 	 size=233 
CpG island 	 14899701 .. 14899900 	 size=200 
CpG island 	 14902243 .. 14902490 	 size=248 
CpG island 	 14902704 .. 14902928 	 size=225 
CpG island 	 14903104 .. 14903312 	 size=209 
CpG island 	 14907522 .. 14908035 	 size=514 
CpG island 	 14908061 .. 14908432 	 size=372 
CpG island 	 14908797 .. 14909164 	 size=368 
CpG island 	 14909864 .. 14910224 	 size=361 
CpG island 	 14925565 .. 14926009 	 size=445 
CpG island 	 14934171 .. 14934430 	 size=260 
CpG island 	 14944279 .. 14944605 	 size=327 
CpG island 	 14953105 .. 14953473 	 size=369 
CpG island 	 14953539 .. 14953760 	 size=222 
CpG island 	 14961538 .. 14961974 	 size=437 
CpG island 	 14963520 .. 14963831 	 size=312 
CpG island 	 14970002 .. 14970430 	 size=429 
CpG island 	 14976694 .. 14976951 	 size=258 
CpG island 	 14977539 .. 14977771 	 size=233 
CpG island 	 14990949 .. 14991484 	 size=536 
CpG island 	 14993485 .. 14993806 	 size=322 
CpG island 	 14994583 .. 14994795 	 size=213 
CpG island 	 14999863 .. 15000077 	 size=215 
CpG island 	 15000198 .. 15000446 	 size=249 
CpG island 	 15000603 .. 15000844 	 size=242 
CpG island 	 15006192 .. 15006681 	 size=490 
CpG island 	 15006700 .. 15006902 	 size=203 
CpG island 	 15011497 .. 15011902 	 size=406 
CpG island 	 15012211 .. 15012736 	 size=526 
CpG island 	 15017157 .. 15017609 	 size=453 
CpG island 	 15022126 .. 15022335 	 size=210 
CpG island 	 15028347 .. 15029093 	 size=747 
CpG island 	 15038404 .. 15038749 	 size=346 
CpG island 	 15038897 .. 15039154 	 size=258 
CpG island 	 15040346 .. 15040599 	 size=254 
CpG island 	 15041642 .. 15041933 	 size=292 
CpG island 	 15042813 .. 15043062 	 size=250 
CpG island 	 15044473 .. 15044955 	 size=483 
CpG island 	 15045408 .. 15045767 	 size=360 
CpG island 	 15045800 .. 15046112 	 size=313 
CpG island 	 15046229 .. 15047150 	 size=922 
CpG island 	 15047748 .. 15048071 	 size=324 
CpG island 	 15052498 .. 15052739 	 size=242 
CpG island 	 15053094 .. 15053616 	 size=523 
CpG island 	 15054823 .. 15055025 	 size=203 
CpG island 	 15055148 .. 15055578 	 size=431 
CpG island 	 15060397 .. 15060745 	 size=349 
CpG island 	 15061022 .. 15061221 	 size=200 
CpG island 	 15068287 .. 15068541 	 size=255 
CpG island 	 15070905 .. 15071249 	 size=345 
CpG island 	 15071288 .. 15071604 	 size=317 
CpG island 	 15071901 .. 15072102 	 size=202 
CpG island 	 15072484 .. 15072818 	 size=335 
CpG island 	 15077593 .. 15078089 	 size=497 
CpG island 	 15079838 .. 15080091 	 size=254 
CpG island 	 15082814 .. 15083064 	 size=251 
CpG island 	 15084592 .. 15084831 	 size=240 
CpG island 	 15087041 .. 15087310 	 size=270 
CpG island 	 15088973 .. 15089294 	 size=322 
CpG island 	 15089916 .. 15090137 	 size=222 
CpG island 	 15090551 .. 15091209 	 size=659 
CpG island 	 15091901 .. 15092366 	 size=466 
CpG island 	 15092430 .. 15092715 	 size=286 
CpG island 	 15094405 .. 15094616 	 size=212 
CpG island 	 15095228 .. 15095473 	 size=246 
CpG island 	 15095869 .. 15096232 	 size=364 
CpG island 	 15098616 .. 15098962 	 size=347 
CpG island 	 15100759 .. 15101212 	 size=454 
CpG island 	 15104975 .. 15105205 	 size=231 
CpG island 	 15106468 .. 15106739 	 size=272 
CpG island 	 15108442 .. 15108645 	 size=204 
CpG island 	 15110435 .. 15110663 	 size=229 
CpG island 	 15110843 .. 15111060 	 size=218 
CpG island 	 15111657 .. 15111913 	 size=257 
CpG island 	 15114962 .. 15115340 	 size=379 
CpG island 	 15116154 .. 15116393 	 size=240 
CpG island 	 15134555 .. 15134760 	 size=206 
CpG island 	 15139306 .. 15139592 	 size=287 
CpG island 	 15140433 .. 15140870 	 size=438 
CpG island 	 15141175 .. 15141420 	 size=246 
CpG island 	 15144076 .. 15144698 	 size=623 
CpG island 	 15144981 .. 15145530 	 size=550 
CpG island 	 15146950 .. 15147608 	 size=659 
CpG island 	 15147723 .. 15148118 	 size=396 
CpG island 	 15150599 .. 15150877 	 size=279 
CpG island 	 15151352 .. 15151642 	 size=291 
CpG island 	 15152232 .. 15152966 	 size=735 
CpG island 	 15153245 .. 15153447 	 size=203 
CpG island 	 15153808 .. 15154057 	 size=250 
CpG island 	 15154245 .. 15155098 	 size=854 
CpG island 	 15155552 .. 15155918 	 size=367 
CpG island 	 15157250 .. 15157615 	 size=366 
CpG island 	 15161488 .. 15161699 	 size=212 
CpG island 	 15163856 .. 15164222 	 size=367 
CpG island 	 15164276 .. 15164873 	 size=598 
CpG island 	 15166166 .. 15166558 	 size=393 
CpG island 	 15167980 .. 15168341 	 size=362 
CpG island 	 15169644 .. 15169942 	 size=299 
CpG island 	 15171350 .. 15171549 	 size=200 
CpG island 	 15174240 .. 15174921 	 size=682 
CpG island 	 15176239 .. 15176608 	 size=370 
CpG island 	 15179555 .. 15179775 	 size=221 
CpG island 	 15180004 .. 15180311 	 size=308 
CpG island 	 15182446 .. 15182867 	 size=422 
CpG island 	 15182948 .. 15183152 	 size=205 
CpG island 	 15184288 .. 15184550 	 size=263 
CpG island 	 15184696 .. 15185755 	 size=1060 
CpG island 	 15185914 .. 15186425 	 size=512 
CpG island 	 15186639 .. 15187098 	 size=460 
CpG island 	 15187337 .. 15187816 	 size=480 
CpG island 	 15188115 .. 15188510 	 size=396 
CpG island 	 15188784 .. 15188983 	 size=200 
CpG island 	 15189545 .. 15189780 	 size=236 
CpG island 	 15193584 .. 15193858 	 size=275 
CpG island 	 15195211 .. 15195460 	 size=250 
CpG island 	 15196696 .. 15197017 	 size=322 
CpG island 	 15197329 .. 15197714 	 size=386 
CpG island 	 15199389 .. 15199593 	 size=205 
CpG island 	 15212646 .. 15213421 	 size=776 
CpG island 	 15214792 .. 15215019 	 size=228 
CpG island 	 15215580 .. 15215841 	 size=262 
CpG island 	 15218338 .. 15218674 	 size=337 
CpG island 	 15219297 .. 15219496 	 size=200 
CpG island 	 15221477 .. 15221858 	 size=382 
CpG island 	 15222786 .. 15222993 	 size=208 
CpG island 	 15223141 .. 15223518 	 size=378 
CpG island 	 15223727 .. 15224138 	 size=412 
CpG island 	 15225479 .. 15225937 	 size=459 
CpG island 	 15227434 .. 15228072 	 size=639 
CpG island 	 15230211 .. 15230447 	 size=237 
CpG island 	 15231083 .. 15231472 	 size=390 
CpG island 	 15234194 .. 15234523 	 size=330 
CpG island 	 15234743 .. 15234942 	 size=200 
CpG island 	 15236037 .. 15236289 	 size=253 
CpG island 	 15238271 .. 15238590 	 size=320 
CpG island 	 15238862 .. 15239089 	 size=228 
CpG island 	 15239540 .. 15239739 	 size=200 
CpG island 	 15246252 .. 15246618 	 size=367 
CpG island 	 15249547 .. 15249969 	 size=423 
CpG island 	 15250675 .. 15251028 	 size=354 
CpG island 	 15252197 .. 15252486 	 size=290 
CpG island 	 15254532 .. 15254731 	 size=200 
CpG island 	 15257194 .. 15257550 	 size=357 
CpG island 	 15257606 .. 15258013 	 size=408 
CpG island 	 15258060 .. 15258331 	 size=272 
CpG island 	 15259253 .. 15259542 	 size=290 
CpG island 	 15259684 .. 15259980 	 size=297 
CpG island 	 15263484 .. 15263979 	 size=496 
CpG island 	 15264913 .. 15265125 	 size=213 
CpG island 	 15265481 .. 15265714 	 size=234 
CpG island 	 15269881 .. 15270111 	 size=231 
CpG island 	 15270253 .. 15270478 	 size=226 
CpG island 	 15271024 .. 15271285 	 size=262 
CpG island 	 15272801 .. 15273101 	 size=301 
CpG island 	 15273156 .. 15273598 	 size=443 
CpG island 	 15273701 .. 15274473 	 size=773 
CpG island 	 15274679 .. 15274885 	 size=207 
CpG island 	 15276030 .. 15276247 	 size=218 
CpG island 	 15277004 .. 15277214 	 size=211 
CpG island 	 15277806 .. 15278292 	 size=487 
CpG island 	 15278799 .. 15279096 	 size=298 
CpG island 	 15280929 .. 15281149 	 size=221 
CpG island 	 15282531 .. 15282753 	 size=223 
CpG island 	 15282824 .. 15283199 	 size=376 
CpG island 	 15283464 .. 15283683 	 size=220 
CpG island 	 15283868 .. 15284380 	 size=513 
CpG island 	 15284680 .. 15285076 	 size=397 
CpG island 	 15285378 .. 15285793 	 size=416 
CpG island 	 15285834 .. 15286104 	 size=271 
CpG island 	 15288558 .. 15288911 	 size=354 
CpG island 	 15293452 .. 15293655 	 size=204 
CpG island 	 15306391 .. 15306859 	 size=469 
CpG island 	 15310758 .. 15311038 	 size=281 
CpG island 	 15317877 .. 15318175 	 size=299 
CpG island 	 15319389 .. 15320278 	 size=890 
CpG island 	 15322834 .. 15323250 	 size=417 
CpG island 	 15326188 .. 15326409 	 size=222 
CpG island 	 15327036 .. 15327241 	 size=206 
CpG island 	 15328789 .. 15328990 	 size=202 
CpG island 	 15333567 .. 15333801 	 size=235 
CpG island 	 15335031 .. 15335377 	 size=347 
CpG island 	 15339563 .. 15339928 	 size=366 
CpG island 	 15341305 .. 15341702 	 size=398 
CpG island 	 15345859 .. 15346058 	 size=200 
CpG island 	 15346810 .. 15347376 	 size=567 
CpG island 	 15347531 .. 15347981 	 size=451 
CpG island 	 15351204 .. 15351430 	 size=227 
CpG island 	 15351515 .. 15351734 	 size=220 
CpG island 	 15352590 .. 15352960 	 size=371 
CpG island 	 15353415 .. 15353635 	 size=221 
CpG island 	 15356491 .. 15357153 	 size=663 
CpG island 	 15357913 .. 15358122 	 size=210 
CpG island 	 15358380 .. 15358631 	 size=252 
CpG island 	 15358659 .. 15358942 	 size=284 
CpG island 	 15366643 .. 15367019 	 size=377 
CpG island 	 15367022 .. 15367222 	 size=201 
CpG island 	 15367772 .. 15368019 	 size=248 
CpG island 	 15368404 .. 15368884 	 size=481 
CpG island 	 15369975 .. 15370210 	 size=236 
CpG island 	 15370459 .. 15370825 	 size=367 
CpG island 	 15372810 .. 15373084 	 size=275 
CpG island 	 15374751 .. 15375061 	 size=311 
CpG island 	 15377536 .. 15377849 	 size=314 
CpG island 	 15379176 .. 15379464 	 size=289 
CpG island 	 15383822 .. 15384293 	 size=472 
CpG island 	 15384354 .. 15384599 	 size=246 
CpG island 	 15385281 .. 15385514 	 size=234 
CpG island 	 15385772 .. 15386196 	 size=425 
CpG island 	 15387084 .. 15388439 	 size=1356 
CpG island 	 15388575 .. 15388797 	 size=223 
CpG island 	 15389623 .. 15389858 	 size=236 
CpG island 	 15389985 .. 15391368 	 size=1384 
CpG island 	 15391637 .. 15392022 	 size=386 
CpG island 	 15392832 .. 15393031 	 size=200 
CpG island 	 15393469 .. 15393734 	 size=266 
CpG island 	 15396138 .. 15396490 	 size=353 
CpG island 	 15398524 .. 15398795 	 size=272 
CpG island 	 15400552 .. 15401141 	 size=590 
CpG island 	 15406552 .. 15406807 	 size=256 
CpG island 	 15408380 .. 15408660 	 size=281 
CpG island 	 15409527 .. 15409732 	 size=206 
CpG island 	 15410609 .. 15410997 	 size=389 
CpG island 	 15413353 .. 15413798 	 size=446 
CpG island 	 15415175 .. 15415416 	 size=242 
CpG island 	 15419524 .. 15419729 	 size=206 
CpG island 	 15423914 .. 15424114 	 size=201 
CpG island 	 15457294 .. 15457603 	 size=310 
CpG island 	 15459113 .. 15459416 	 size=304 
CpG island 	 15461651 .. 15461986 	 size=336 
CpG island 	 15471179 .. 15471997 	 size=819 
CpG island 	 15472008 .. 15472405 	 size=398 
CpG island 	 15477361 .. 15477738 	 size=378 
CpG island 	 15479793 .. 15480162 	 size=370 
CpG island 	 15481349 .. 15481662 	 size=314 
CpG island 	 15490623 .. 15491228 	 size=606 
CpG island 	 15492253 .. 15492452 	 size=200 
CpG island 	 15497310 .. 15497665 	 size=356 
CpG island 	 15498788 .. 15499170 	 size=383 
CpG island 	 15500986 .. 15501323 	 size=338 
CpG island 	 15504482 .. 15504690 	 size=209 
CpG island 	 15504753 .. 15505975 	 size=1223 
CpG island 	 15506402 .. 15506696 	 size=295 
CpG island 	 15507144 .. 15507454 	 size=311 
CpG island 	 15507729 .. 15507942 	 size=214 
CpG island 	 15509053 .. 15509256 	 size=204 
CpG island 	 15510259 .. 15510602 	 size=344 
CpG island 	 15514737 .. 15515031 	 size=295 
CpG island 	 15516579 .. 15516828 	 size=250 
CpG island 	 15516880 .. 15517573 	 size=694 
CpG island 	 15518437 .. 15518804 	 size=368 
CpG island 	 15519008 .. 15519252 	 size=245 
CpG island 	 15521017 .. 15521235 	 size=219 
CpG island 	 15522382 .. 15522588 	 size=207 
CpG island 	 15523825 .. 15524153 	 size=329 
CpG island 	 15525577 .. 15525940 	 size=364 
CpG island 	 15529427 .. 15529892 	 size=466 
CpG island 	 15529999 .. 15530263 	 size=265 
CpG island 	 15531773 .. 15532484 	 size=712 
CpG island 	 15534376 .. 15534597 	 size=222 
CpG island 	 15534624 .. 15535170 	 size=547 
CpG island 	 15535327 .. 15535751 	 size=425 
CpG island 	 15536393 .. 15536784 	 size=392 
CpG island 	 15537097 .. 15537382 	 size=286 
CpG island 	 15537616 .. 15537815 	 size=200 
CpG island 	 15540958 .. 15541243 	 size=286 
CpG island 	 15541477 .. 15541820 	 size=344 
CpG island 	 15542081 .. 15542662 	 size=582 
CpG island 	 15543229 .. 15543495 	 size=267 
CpG island 	 15543533 .. 15543904 	 size=372 
CpG island 	 15545364 .. 15545734 	 size=371 
CpG island 	 15545774 .. 15545982 	 size=209 
CpG island 	 15545995 .. 15546390 	 size=396 
CpG island 	 15546978 .. 15547225 	 size=248 
CpG island 	 15549360 .. 15549576 	 size=217 
CpG island 	 15550152 .. 15550690 	 size=539 
CpG island 	 15552855 .. 15553972 	 size=1118 
CpG island 	 15560755 .. 15561268 	 size=514 
CpG island 	 15561311 .. 15561929 	 size=619 
CpG island 	 15563709 .. 15564095 	 size=387 
CpG island 	 15564622 .. 15564821 	 size=200 
CpG island 	 15567391 .. 15567777 	 size=387 
CpG island 	 15569135 .. 15569682 	 size=548 
CpG island 	 15569948 .. 15570366 	 size=419 
CpG island 	 15570370 .. 15570832 	 size=463 
CpG island 	 15571554 .. 15571943 	 size=390 
CpG island 	 15572304 .. 15572580 	 size=277 
CpG island 	 15572723 .. 15573053 	 size=331 
CpG island 	 15574815 .. 15575344 	 size=530 
CpG island 	 15576821 .. 15577111 	 size=291 
CpG island 	 15580029 .. 15580345 	 size=317 
CpG island 	 15580532 .. 15581047 	 size=516 
CpG island 	 15581938 .. 15582206 	 size=269 
CpG island 	 15582583 .. 15582880 	 size=298 
CpG island 	 15584255 .. 15584653 	 size=399 
CpG island 	 15587027 .. 15587345 	 size=319 
CpG island 	 15590429 .. 15590628 	 size=200 
CpG island 	 15591723 .. 15592016 	 size=294 
CpG island 	 15592418 .. 15592625 	 size=208 
CpG island 	 15593913 .. 15594226 	 size=314 
CpG island 	 15596233 .. 15597147 	 size=915 
CpG island 	 15598767 .. 15598986 	 size=220 
CpG island 	 15599280 .. 15599805 	 size=526 
CpG island 	 15603180 .. 15603384 	 size=205 
CpG island 	 15611094 .. 15611327 	 size=234 
CpG island 	 15612903 .. 15613141 	 size=239 
CpG island 	 15616308 .. 15617180 	 size=873 
CpG island 	 15617940 .. 15618149 	 size=210 
CpG island 	 15621564 .. 15621918 	 size=355 
CpG island 	 15622653 .. 15623334 	 size=682 
CpG island 	 15627380 .. 15628096 	 size=717 
CpG island 	 15630191 .. 15630503 	 size=313 
CpG island 	 15631496 .. 15631895 	 size=400 
CpG island 	 15632908 .. 15633744 	 size=837 
CpG island 	 15633765 .. 15634744 	 size=980 
CpG island 	 15635293 .. 15635567 	 size=275 
CpG island 	 15635697 .. 15636076 	 size=380 
CpG island 	 15638377 .. 15638601 	 size=225 
CpG island 	 15638736 .. 15639140 	 size=405 
CpG island 	 15639651 .. 15639996 	 size=346 
CpG island 	 15640098 .. 15640317 	 size=220 
CpG island 	 15641394 .. 15641631 	 size=238 
CpG island 	 15641737 .. 15642498 	 size=762 
CpG island 	 15643310 .. 15643661 	 size=352 
CpG island 	 15644391 .. 15644592 	 size=202 
CpG island 	 15648327 .. 15648539 	 size=213 
CpG island 	 15649170 .. 15649460 	 size=291 
CpG island 	 15650936 .. 15651385 	 size=450 
CpG island 	 15651791 .. 15651998 	 size=208 
CpG island 	 15653355 .. 15653906 	 size=552 
CpG island 	 15657972 .. 15658373 	 size=402 
CpG island 	 15658398 .. 15658598 	 size=201 
CpG island 	 15660304 .. 15660512 	 size=209 
CpG island 	 15661226 .. 15661437 	 size=212 
CpG island 	 15664948 .. 15665690 	 size=743 
CpG island 	 15666109 .. 15666525 	 size=417 
CpG island 	 15667435 .. 15667714 	 size=280 
CpG island 	 15668111 .. 15668476 	 size=366 
CpG island 	 15670472 .. 15670843 	 size=372 
